ID	REGION	LOCALIDAD	PROVINCIA	GENERO	EDAD	GRUPOS_EDAD	NIV_SOCIOE	NSE_3	TAMANIO	EXPANSOR	PONDERADOR	MUSICA1	MUSICA2	MUSICA2-1	MUSICA3	MUSICA4	MUSICA5_1	MUSICA5_2	MUSICA5_3	MUSICA5_4	MUSICA5_5	MUSICA5_6	MUSICA5_7	MUSICA5_8	MUSICA5_9	MUSICA5_10	MUSICA5_11	MUSICA5_12	MUSICA5_13	MUSICA5_14	MUSICA5_15	MUSICA5_16	MUSICA5_17	MUSICA5_18	MUSICA5_19	MUSICA5-1	MUSICA6-1	MUSICA6-2	MUSICA7_1	MUSICA7_2	MUSICA7_3	MUSICA7_4	MUSICA7_5	MUSICA7_6	MUSICA7_7	MUSICA7_8	MUSICA7_9	MUSICA8_1	MUSICA8_2	MUSICA8_3	MUSICA8_4	MUSICA8_5	MUSICA8_6	MUSICA8_7	MUSICA8_8	MUSICA8_9	MUSICA8_10	MUSICA8_11	MUSICA8_12	MUSICA8_13	MUSICA9	MUSICA10	MUSICA10-1	MUSICA11	MUSICA12	MUSICA13	MUSICA14	MUSICA14-1
2428	CENTRO	Tres Arroyos	Buenos Aires	Varón	22	18 a 29 anios	C3	C2+C3	Menos 80mil	49577	5.690	SI			Algunas veces a la semana	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	SI	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
2429	CENTRO	Tres Arroyos	Buenos Aires	Varón	13	13 a 17 anios	C3	C2+C3	Menos 80mil	41975	4.810	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2430	CENTRO	Tres Arroyos	Buenos Aires	Varón	20	18 a 29 anios	D1	D1+D2+E	Menos 80mil	42861	4.920	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	SI			Algunas veces al anio o menos	4	2	5000	
2431	CENTRO	Tres Arroyos	Buenos Aires	Mujer	24	18 a 29 anios	D1	D1+D2+E	Menos 80mil	24834	2.850	SI			Algunas veces a la semana	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
2432	CENTRO	Tres Arroyos	Buenos Aires	Mujer	45	30 a 49 anios	D1	D1+D2+E	Menos 80mil	42332	4.860	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2433	CENTRO	San Nicolás de los Arroyos	Buenos Aires	Mujer	32	30 a 49 anios	C3	C2+C3	80mil a 400mil	2453	0.280	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2434	CENTRO	San Nicolás de los Arroyos	Buenos Aires	Varón	24	18 a 29 anios	C3	C2+C3	80mil a 400mil	1343	0.150	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0		$null$			NO	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	SI			Algunas veces al anio o menos	2	1	500	
2435	CENTRO	San Nicolás de los Arroyos	Buenos Aires	Mujer	53	50 a 64 anios	C3	C2+C3	80mil a 400mil	1384	0.160	SI			Todos o casi todos los días	Algunas veces al anio	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	SI			Algunas veces al anio o menos	1	1	2	
2436	CENTRO	San Nicolás de los Arroyos	Buenos Aires	Mujer	43	30 a 49 anios	D1	D1+D2+E	80mil a 400mil	2578	0.300	SI			Todos o casi todos los días	Todos o casi todos los días	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO		1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	NO	Falta de tiempo			$null$	$null$	$null$	
2437	CENTRO	San Nicolás de los Arroyos	Buenos Aires	Mujer	26	18 a 29 anios	D1	D1+D2+E	80mil a 400mil	1425	0.160	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2438	CENTRO	San Nicolás de los Arroyos	Buenos Aires	Mujer	36	30 a 49 anios	D1	D1+D2+E	80mil a 400mil	1415	0.160	SI			Todos o casi todos los días	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			SI	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	NO	Problemas de salud			$null$	$null$	$null$	
2439	CENTRO	San Nicolás de los Arroyos	Buenos Aires	Mujer	41	30 a 49 anios	D1	D1+D2+E	80mil a 400mil	2578	0.300	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	SI			Algunas veces al anio o menos	1	1	4000	
2440	CENTRO	San Nicolás de los Arroyos	Buenos Aires	Mujer	43	30 a 49 anios	D2E	D1+D2+E	80mil a 400mil	2578	0.300	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
2441	CENTRO	San Nicolás de los Arroyos	Buenos Aires	Mujer	17	13 a 17 anios	D1	D1+D2+E	80mil a 400mil	2106	0.240	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
2442	CENTRO	San Nicolás de los Arroyos	Buenos Aires	Mujer	21	18 a 29 anios	D1	D1+D2+E	80mil a 400mil	1556	0.180	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	SI			Algunas veces al anio o menos	3	3	2	
2443	CENTRO	Gran Córdoba	Córdoba	Varón	44	30 a 49 anios	ABC1	ABC1	Mas de 400mil	13862	1.590	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2444	CENTRO	Gran Córdoba	Córdoba	Mujer	23	18 a 29 anios	ABC1	ABC1	Mas de 400mil	3570	0.410	SI			Todos o casi todos los días	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		$null$			NO	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	SI			Algunas veces al anio o menos	1	1	9	
2445	CENTRO	Gran Córdoba	Córdoba	Mujer	36	30 a 49 anios	ABC1	ABC1	Mas de 400mil	11226	1.290	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			SI	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	NO	Tiene que cuidar hijos/ familiares			$null$	$null$	$null$	
2446	CENTRO	Gran Córdoba	Córdoba	Mujer	74	65 anios y mas	ABC1	ABC1	Mas de 400mil	15362	1.760	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	SI			Algunas veces al anio o menos	2	1	6000	
2447	CENTRO	Gran Córdoba	Córdoba	Mujer	25	18 a 29 anios	C3	C2+C3	Mas de 400mil	11308	1.300	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	SI	1	0	0	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	0	0	NO	Tiene que cuidar hijos/ familiares			$null$	$null$	$null$	
2448	CENTRO	Gran Córdoba	Córdoba	Mujer	77	65 anios y mas	C3	C2+C3	Mas de 400mil	10828	1.240	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	SI	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	NO	Motivos económicos			$null$	$null$	$null$	
2449	CENTRO	Gran Córdoba	Córdoba	Mujer	31	30 a 49 anios	C3	C2+C3	Mas de 400mil	8587	0.980	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	SI	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	SI			Algunas veces al anio o menos	1	1	7000	
2450	CENTRO	Gran Córdoba	Córdoba	Mujer	19	18 a 29 anios	C2	C2+C3	Mas de 400mil	4889	0.560	SI			Todos o casi todos los días	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		$null$			NO	1	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
2451	CENTRO	Gran Córdoba	Córdoba	Varón	26	18 a 29 anios	C3	C2+C3	Mas de 400mil	28686	3.290	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2452	CENTRO	Gran Córdoba	Córdoba	Mujer	76	65 anios y mas	C3	C2+C3	Mas de 400mil	10188	1.170	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	NO	Motivos económicos			$null$	$null$	$null$	
2453	CENTRO	Gran Córdoba	Córdoba	Mujer	29	18 a 29 anios	C3	C2+C3	Mas de 400mil	5593	0.640	SI			Algunas veces al mes	Algunas veces al mes	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		$null$			SI	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	SI			Todos o casi todos los meses	4	4	1000	
2454	CENTRO	Gran Córdoba	Córdoba	Mujer	60	50 a 64 anios	C2	C2+C3	Mas de 400mil	8689	1.000	SI			Algunas veces al mes	Algunas veces al mes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	SI			Algunas veces al anio o menos	1	1	5000	
2455	CENTRO	Gran Córdoba	Córdoba	Mujer	64	50 a 64 anios	C3	C2+C3	Mas de 400mil	14054	1.610	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2456	CENTRO	Gran Córdoba	Córdoba	Varón	14	13 a 17 anios	C3	C2+C3	Mas de 400mil	6611	0.760	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		$null$			NO	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NO	No hay ninguno cerca			$null$	$null$	$null$	
2457	CENTRO	Gran Córdoba	Córdoba	Mujer	73	65 anios y mas	C3	C2+C3	Mas de 400mil	16001	1.840	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2458	CENTRO	Gran Córdoba	Córdoba	Varón	77	65 anios y mas	C2	C2+C3	Mas de 400mil	16227	1.860	NO	Prefiero hacer otra cosa				$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	NO	Tiene que cuidar hijos/ familiares			$null$	$null$	$null$	
2459	CENTRO	Gran Córdoba	Córdoba	Mujer	43	30 a 49 anios	C3	C2+C3	Mas de 400mil	14595	1.670	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2460	CENTRO	Gran Córdoba	Córdoba	Mujer	81	65 anios y mas	C2	C2+C3	Mas de 400mil	8189	0.940	SI			Algunas veces al anio	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	1	NO	No hay ninguno cerca			$null$	$null$	$null$	
2461	CENTRO	Gran Córdoba	Córdoba	Varón	14	13 a 17 anios	C3	C2+C3	Mas de 400mil	50086	5.740	SI			Todos o casi todos los días	Todos o casi todos los días	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI		1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	SI			Algunas veces al anio o menos	2	1	7000	
2462	CENTRO	Gran Córdoba	Córdoba	Varón	81	65 anios y mas	C3	C2+C3	Mas de 400mil	10004	1.150	SI			Algunas veces al mes	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	NO	Problemas de salud			$null$	$null$	$null$	
2463	CENTRO	Gran Córdoba	Córdoba	Mujer	36	30 a 49 anios	C3	C2+C3	Mas de 400mil	9581	1.100	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	SI			Algunas veces al anio o menos	1	0	3	
2464	CENTRO	Gran Córdoba	Córdoba	Mujer	73	65 anios y mas	C3	C2+C3	Mas de 400mil	18308	2.100	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2465	CENTRO	Gran Córdoba	Córdoba	Varón	69	65 anios y mas	C3	C2+C3	Mas de 400mil	24767	2.840	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2466	CENTRO	Gran Córdoba	Córdoba	Varón	43	30 a 49 anios	C3	C2+C3	Mas de 400mil	13862	1.590	SI			Algunas veces a la semana	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	NO	No hay ninguno cerca			$null$	$null$	$null$	
2467	CENTRO	Gran Córdoba	Córdoba	Varón	65	65 anios y mas	C3	C2+C3	Mas de 400mil	17820	2.040	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	SI			Algunas veces al anio o menos	1	1	2	
2468	CENTRO	Gran Córdoba	Córdoba	Mujer	36	30 a 49 anios	C2	C2+C3	Mas de 400mil	11226	1.290	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	NO	Tiene que cuidar hijos/ familiares			$null$	$null$	$null$	
2469	CENTRO	Gran Córdoba	Córdoba	Varón	18	18 a 29 anios	C2	C2+C3	Mas de 400mil	7175	0.820	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		$null$			SI	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	SI			Algunas veces al anio o menos	1	0	9	
2470	CENTRO	Gran Córdoba	Córdoba	Mujer	38	30 a 49 anios	C3	C2+C3	Mas de 400mil	16838	1.930	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2471	CENTRO	Gran Córdoba	Córdoba	Varón	23	18 a 29 anios	C3	C2+C3	Mas de 400mil	10846	1.240	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		$null$		NO	NO	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	NO	Motivos económicos			$null$	$null$	$null$	
2472	CENTRO	Gran Córdoba	Córdoba	Mujer	75	65 anios y mas	C3	C2+C3	Mas de 400mil	15281	1.750	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	NO	No le gusta/ no le interesa	NO, LE INTERESA		$null$	$null$	$null$	
2473	CENTRO	Gran Córdoba	Córdoba	Mujer	18	18 a 29 anios	C3	C2+C3	Mas de 400mil	16967	1.950	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	SI	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2474	CENTRO	Gran Córdoba	Córdoba	Mujer	35	30 a 49 anios	C2	C2+C3	Mas de 400mil	12163	1.400	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		$null$			SI	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	SI			Algunas veces al anio o menos	1	1	2	
2475	CENTRO	Gran Córdoba	Córdoba	Mujer	72	65 anios y mas	C2	C2+C3	Mas de 400mil	12241	1.400	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	NO	Inseguridad	Por la inseguridad		$null$	$null$	$null$	
2476	CENTRO	Gran Córdoba	Córdoba	Mujer	64	50 a 64 anios	C2	C2+C3	Mas de 400mil	4419	0.510	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2477	CENTRO	Gran Córdoba	Córdoba	Mujer	30	30 a 49 anios	C3	C2+C3	Mas de 400mil	20856	2.390	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2478	CENTRO	Gran Córdoba	Córdoba	Mujer	44	30 a 49 anios	C3	C2+C3	Mas de 400mil	18971	2.180	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2479	CENTRO	Gran Córdoba	Córdoba	Mujer	45	30 a 49 anios	C3	C2+C3	Mas de 400mil	31177	3.580	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2480	CENTRO	Gran Córdoba	Córdoba	Mujer	30	30 a 49 anios	C3	C2+C3	Mas de 400mil	15379	1.760	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		$null$			NO	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2481	CENTRO	Gran Córdoba	Córdoba	Varón	55	50 a 64 anios	C3	C2+C3	Mas de 400mil	14612	1.680	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			SI	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2482	CENTRO	Gran Córdoba	Córdoba	Mujer	26	18 a 29 anios	D1	D1+D2+E	Mas de 400mil	10380	1.190	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	SI			Todos o casi todos los meses	4	4	2000	
2483	CENTRO	Gran Córdoba	Córdoba	Mujer	15	13 a 17 anios	D2E	D1+D2+E	Mas de 400mil	27658	3.170	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		$null$			NO	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2484	CENTRO	Gran Córdoba	Córdoba	Mujer	26	18 a 29 anios	D1	D1+D2+E	Mas de 400mil	8650	0.990	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2485	CENTRO	Gran Córdoba	Córdoba	Mujer	41	30 a 49 anios	D2E	D1+D2+E	Mas de 400mil	23194	2.660	SI			Algunas veces a la semana	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	SI			Algunas veces al anio o menos	1	0	2	
2486	CENTRO	Gran Córdoba	Córdoba	Varón	17	13 a 17 anios	D1	D1+D2+E	Mas de 400mil	11297	1.300	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		$null$		SI	SI	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	SI			Algunas veces al anio o menos	1	0	9	
2487	CENTRO	Gran Córdoba	Córdoba	Mujer	23	18 a 29 anios	D1	D1+D2+E	Mas de 400mil	8924	1.020	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	NO	No hay ninguno cerca			$null$	$null$	$null$	
2488	CENTRO	Gran Córdoba	Córdoba	Mujer	70	65 anios y mas	D1	D1+D2+E	Mas de 400mil	10561	1.210	SI			Algunas veces a la semana	Algunas veces a la semana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$				0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
2489	CENTRO	Gran Córdoba	Córdoba	Mujer	50	50 a 64 anios	D2E	D1+D2+E	Mas de 400mil	15771	1.810	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	1	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2490	CENTRO	Gran Córdoba	Córdoba	Varón	16	13 a 17 anios	D2E	D1+D2+E	Mas de 400mil	16527	1.900	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0		$null$		SI	NO	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
2491	CENTRO	Gran Córdoba	Córdoba	Varón	82	65 anios y mas	D1	D1+D2+E	Mas de 400mil	26451	3.030	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
